added,collx_id,category,number,name,team,year,brand,set,flags,condition,market_value,notes,front_image,back_image
1/27/2024,323666867,Baseball,124,Rickey Henderson,Oakland Athletics,1990,Donruss,1990 Donruss Best of the AL,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-323666867-front.jpg,
1/27/2024,323722594,Baseball,70YTC-20,Rickey Henderson,Oakland Athletics,2021,Topps,2021 Topps - 70 Years of Topps Baseball Chrome (Series 1),,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-323722594-front.jpg,
3/30/2024,365916699,Baseball,70YT-20,Rickey Henderson,Oakland Athletics,2021,Topps,2021 Topps - 70 Years of Topps Baseball (Series 1),,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365916699-front.jpg,
1/27/2024,323675665,Baseball,53,Rickey Henderson,Oakland Athletics,1991,Donruss,1991 Donruss,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-323675665-front.jpg,
8/14/2022,22896516,Baseball,10,Rickey Henderson,Oakland Athletics,1990,Fleer,1990 Fleer,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22896516-1660517855-front.jpg,
8/12/2022,22152660,Baseball,10,Rickey Henderson,Oakland Athletics,1990,Fleer,1990 Fleer,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22152660-1660313050-front.jpg,
4/9/2024,372564400,Racing,79,Ricky Carmichael,Kevin Harvick Inc.,2010,Press Pass,2010 Press Pass - Gold,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-372564400-front.jpg,
8/12/2022,22136250,Football,124,Ricky Williams,Miami Dolphins,2020,Panini,2020 Panini Mosaic,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22136250-1660304568-front.jpg,
8/12/2022,22093868,Football,68,Ricky Williams,New Orleans Saints,2000,Topps,2000 Topps,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22093868-1660279886-front.jpg,
2/11/2024,334970107,Football,TC3,Ricky Williams / Edg,,2000,Topps,2000 Topps - Combos,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-334970107-front.jpg,
8/12/2022,22088039,Football,TC3,Ricky Williams / Edg,,2000,Topps,2000 Topps - Combos,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22088039-1660278361-front.jpg,
3/30/2024,365798930,Basketball,150,Rik Smits,Indiana Pacers,1995,Upper Deck,1995-96 Upper Deck,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365798930-front.jpg,
8/13/2022,22467124,Baseball,BP-4,Riley Greene,Detroit Tigers,2021,Bowman,2021 Bowman - Prospects,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22467124-1660406279-front.jpg,
2/4/2024,330171028,Hockey,61,Risto Siltanen,Hartford Whalers,1984,Topps,1984-85 Topps,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-330171028-front.jpg,
1/16/2024,315253700,Baseball,74,Roansy Contreras,Pittsburgh Pirates,2022,Donruss,2022 Donruss,RC,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-315253700-front.jpg,
8/7/2022,20883825,Football,256,Rob Gronkowski,Tampa Bay Buccaneers,2020,Panini,2020 Panini Prizm,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-20883825-1659916032-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20883825-1659916032-back.jpg
4/4/2024,369132104,Football,87,Rob Gronkowski,Tampa Bay Buccaneers,2021,Panini,2021 Panini Certified,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369132104-front.jpg,
4/4/2024,369079611,Football,87,Rob Gronkowski,Tampa Bay Buccaneers,2021,Panini,2021 Panini Certified,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369079611-front.jpg,
4/4/2024,369145536,Football,104,Rob Gronkowski,Tampa Bay Buccaneers,2021,Donruss,2021 Donruss,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369145536-front.jpg,
4/4/2024,369145510,Football,104,Rob Gronkowski,Tampa Bay Buccaneers,2021,Donruss,2021 Donruss,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369145510-front.jpg,
4/4/2024,369145328,Football,104,Rob Gronkowski,Tampa Bay Buccaneers,2021,Donruss,2021 Donruss,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369145328-front.jpg,
8/12/2022,22117954,Football,ES-RGR,Rob Gronkowski,Tampa Bay Buccaneers,2021,Donruss,2021 Donruss - Elite Series,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22117954-1660290264-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-22117954-1660290264-back.jpg
8/12/2022,22149490,Baseball,673,Robbie Beckett,San Diego Padres,1991,Score,1991 Score,RC,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22149490-1660311772-front.jpg,
3/30/2024,365885527,Baseball,216,Robel Garcia,Chicago Cubs,2020,Topps,2020 Topps Archives,RC,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365885527-front.jpg,
8/6/2022,20483926,Baseball,BFE-120,Robert Hassell,San Diego Padres,2021,Bowman,2021 Bowman 1st Edition,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-20483926-1659808218-front.jpg,
1/27/2024,323721221,Baseball,BCP-45,Robert Puason,Oakland Athletics,2021,Bowman,2021 Bowman - Chrome Prospects Mojo Refractor,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-323721221-front.jpg,
2/11/2024,334972060,Baseball,677,Roberto Hernandez,Chicago White Sox,1992,Fleer,1992 Fleer,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-334972060-front.jpg,
1/25/2024,322316510,Baseball,336,Roberto Hernandez,Chicago White Sox,1992,,1992 Ultra,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-322316510-front.jpg,
8/12/2022,22151369,Baseball,101,Robin Ventura,Chicago White Sox,1989,,1989 Star,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22151369-1660312549-front.jpg,
2/11/2024,334959524,Baseball,113,Robin Ventura,New York Yankees,2002,Leaf,2002 Leaf Certified,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-334959524-front.jpg,
3/31/2024,366120864,Baseball,75,Robinson Cano,Seattle Mariners,2018,Panini,2018 Panini Diamond Kings,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-366120864-front.jpg,
8/14/2022,22897460,Baseball,400,Rod Carew,California Angels,1986,Topps,1986 Topps,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22897460-1660518051-front.jpg,
8/12/2022,22103457,Football,305,Rod Smith,Denver Broncos,2000,Topps,2000 Topps,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22103457-1660282889-front.jpg,
3/30/2024,365649585,Basketball,262,Rod Strickland,Washington Bullets,1996,,1996-97 Ultra,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365649585-front.jpg,
3/30/2024,365761819,Basketball,263,Rod Strickland,San Antonio Spurs,1991,,1991-92 SkyBox,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365761819-front.jpg,
8/12/2022,22099937,Football,219,Rod Woodson,Baltimore Ravens,2000,Topps,2000 Topps,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22099937-1660281689-front.jpg,
4/4/2024,369154258,Football,LL-1,Rodney Harrison,New England Patriots,2021,Panini,2021 Panini Prestige - Living Legends,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369154258-front.jpg,
3/30/2024,365801722,Basketball,38,Rodney McCray,Houston Rockets,1992,Topps,1992-93 Topps Archives - Gold,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365801722-front.jpg,
1/27/2024,323659840,Baseball,86B-40,Roger Clemens,Boston Red Sox,2021,Topps,2021 Topps - 1986 Topps Baseball 35th Anniversary Platinum (Series One),SN70,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-323659840-front.jpg,
4/4/2024,369093573,Baseball,106,Roger Clemens,Boston Red Sox,2013,Select,2013 Panini Select - Prizm,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369093573-front.jpg,
1/27/2024,323659759,Baseball,LOB-22,Roger Clemens,Boston Red Sox,2021,Topps,2021 Topps Opening Day - Legends of Baseball,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-323659759-front.jpg,
1/27/2024,323675596,Baseball,627,Roger Clemens,Boston Red Sox,1990,Fleer,1990 Fleer,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-323675596-front.jpg,
1/27/2024,323679581,Baseball,545,Roger Clemens,Boston Red Sox,1992,Upper Deck,1992 Upper Deck,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-323679581-front.jpg,
8/12/2022,22152321,Baseball,641,Roger Clemens,Boston Red Sox,1992,Upper Deck,1992 Upper Deck,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22152321-1660312901-front.jpg,
1/27/2024,323674909,Baseball,271,Roger Clemens,Boston Red Sox,1990,Fleer,1990 Fleer,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-323674909-front.jpg,
8/12/2022,22153112,Baseball,271,Roger Clemens,Boston Red Sox,1990,Fleer,1990 Fleer,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22153112-1660313225-front.jpg,
8/12/2022,22153178,Baseball,80,Roger Clemens,Boston Red Sox,1992,,1992 Stadium Club,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22153178-1660313259-front.jpg,
3/31/2024,365961369,Baseball,405,Roger Maris,New York Yankees,1986,Topps,1986 Topps,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365961369-front.jpg,
8/12/2022,22149365,Football,6,Roger Staubach,Dallas Cowboys,1990,,1990 Pro Set - Super Bowl MVP Collectibles,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22149365-1660311713-front.jpg,
1/31/2024,326854478,Football,75,Roger Wehrli,St. Louis Cardinals,1980,Topps,1980 Topps,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-326854478-front.jpg,
8/12/2022,22107353,Football,75,Roger Wehrli,St. Louis Cardinals,1980,Topps,1980 Topps,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22107353-1660284439-front.jpg,
3/30/2024,365801888,Basketball,14,Rolando Blackman,Dallas Mavericks,1992,Topps,1992-93 Topps Archives,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365801888-front.jpg,
8/12/2022,22150596,Baseball,292,Rollie Fingers,Milwaukee Brewers,1985,Donruss,1985 Donruss,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22150596-1660312255-front.jpg,
2/4/2024,330171887,Hockey,54,Ron Francis,Hartford Whalers,1984,Topps,1984-85 Topps,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-330171887-front.jpg,
8/12/2022,22149657,Baseball,375,Ron Guidry,New York Yankees,1987,Topps,1987 Topps,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22149657-1660311853-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-22149657-1660311853-back.jpg
3/30/2024,365849161,Basketball,236,Ron Harper,Chicago Bulls,1994,Upper Deck,1994-95 Upper Deck,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365849161-front.jpg,
1/27/2024,323729476,Baseball,T52-45,Ronald Acuña Jr.,Atlanta Braves,2021,Topps,2021 Topps - 1952 Topps Redux,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-323729476-front.jpg,
2/1/2024,327416263,Baseball,ET-2,Ronald Acuna Jr.,Atlanta Braves,2021,Panini,2021 Panini Absolute - Extreme Team Green,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-327416263-front.jpg,
8/12/2022,22105902,Football,104,Ronald Jones II,USC Trojans,2018,Sage,2018 SAGE HIT - Silver,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22105902-1660283778-front.jpg,
3/31/2024,366092684,Football,216,Rondale Moore,Arizona Cardinals,2021,Panini,2021 Panini Playoff - Kickoff,RC,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-366092684-front.jpg,
8/12/2022,22126410,Football,292,Rondale Moore,Purdue Boilermakers,2021,Panini,2021 Panini Chronicles Draft Picks - Spectra Base Silver,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22126410-1660296962-front.jpg,
1/27/2024,323610654,Football,270,Rondale Moore,Arizona Cardinals,2021,Donruss,2021 Donruss - Rated Rookies Portrait,RC,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-323610654-front.jpg,
8/8/2022,20971229,Football,270,Rondale Moore,Arizona Cardinals,2021,Donruss,2021 Donruss - Rated Rookies Portrait,RC,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-20971229-1659936467-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20971229-1659936467-back.jpg
4/4/2024,369129298,Football,270,Rondale Moore,Arizona Cardinals,2021,Donruss,2021 Donruss,RC,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369129298-front.jpg,
1/17/2024,316004438,Football,RW-RMO,Rondale Moore,Arizona Cardinals,2021,Panini,2021 Panini Playoff - Rookie Wave Silver,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-316004438-front.jpg,
4/4/2024,369128784,Football,220,Rondale Moore,Arizona Cardinals,2021,Panini,2021 Panini Prestige,RC,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369128784-front.jpg,
3/31/2024,366091965,Football,216,Rondale Moore,Arizona Cardinals,2021,Panini,2021 Panini Playoff,RC,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-366091965-front.jpg,
1/27/2024,323543209,Football,292,Rondale Moore,Purdue Boilermakers,2021,Panini,2021 Panini Chronicles Draft Picks,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-323543209-front.jpg,
1/15/2024,332929559,Football,NG-17,Rondale Moore,Arizona Cardinals,2021,Panini,2021 Panini Certified - New Generation Jerseys Mirror Bronze,"MEM, SN249",RAW,,,https://storage.googleapis.com/collx-user-cards/628086-314670182-front.jpg,
1/16/2024,315184691,Football,RN-RMO,Rondale Moore / Pat ,,2021,Panini,2021 Panini Contenders - Round Numbers,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-315184691-front.jpg,
3/30/2024,365805594,Basketball,110,Rony Seikaly,Miami Heat,1992,Topps,1992-93 Topps Archives - Gold,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365805594-front.jpg,
8/12/2022,22136407,Football,46,Roquan Smith,Chicago Bears,2020,Panini,2020 Panini Mosaic,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22136407-1660304676-front.jpg,
8/12/2022,22126811,Football,GT-19,Roquan Smith,Chicago Bears,2021,Panini,2021 Panini Certified - Gold Team,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22126811-1660297341-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-22126811-1660297341-back.jpg
1/27/2024,323653051,Football,85,Roquan Smith,Georgia Bulldogs,2021,Panini,2021 Panini Contenders Draft Picks,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-323653051-front.jpg,
1/25/2024,322495236,Baseball,93,Ross Stripling,Los Angeles Dodgers,2016,Topps,2016 Topps Chrome,RC,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-322495236-front.jpg,
8/12/2022,22144480,Baseball,93,Ross Stripling,Los Angeles Dodgers,2016,Topps,2016 Topps Chrome - Prism Refractor,RC,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22144480-1660309651-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-22144480-1660309651-back.jpg
3/31/2024,366113884,Baseball,282,Rougned Odor,Texas Rangers,2019,Topps,2019 Topps Gypsy Queen,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-366113884-front.jpg,
4/4/2024,369086273,Baseball,41,Roy Halladay,Philadelphia Phillies,2013,Panini,2013 Panini Select,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369086273-front.jpg,
8/12/2022,22151578,Baseball,51,Roy Halladay,Toronto Blue Jays,2006,Fleer,2006 Fleer,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22151578-1660312623-front.jpg,
3/30/2024,365650176,Basketball,260,Roy Rogers,Vancouver Grizzlies,1996,,1996-97 Ultra,RC,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365650176-front.jpg,
3/30/2024,365872336,Baseball,245,Roy Sievers,Washington Senators,1994,Topps,1994 Topps Archives 1954,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365872336-front.jpg,
3/30/2024,365873043,Baseball,231,Roy Smalley,Milwaukee Braves,1994,Topps,1994 Topps Archives 1954 - Gold,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365873043-front.jpg,
3/30/2024,365873930,Baseball,220,Ruben Gomez,New York Giants,1994,Topps,1994 Topps Archives 1954,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365873930-front.jpg,
8/12/2022,22145581,Baseball,53,Ruben Sierra,Texas Rangers,1989,Topps,1989 Topps,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22145581-1660310150-front.jpg,
8/12/2022,22109786,Football,182,Russ Grimm,Washington Redskins,1985,Topps,1985 Topps,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22109786-1660285761-front.jpg,
1/31/2024,326855415,Football,305,Russ Washington,San Diego Chargers,1980,Topps,1980 Topps,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-326855415-front.jpg,
8/12/2022,22108522,Football,305,Russ Washington,San Diego Chargers,1980,Topps,1980 Topps,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22108522-1660285113-front.jpg,
1/27/2024,323557755,Football,103,Russell Wilson,Seattle Seahawks,2020,Panini,2020 Panini Select - Blue Prizm Die Cut,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-323557755-front.jpg,
8/8/2022,20900678,Football,103,Russell Wilson,Seattle Seahawks,2020,Panini,2020 Panini Select - Blue Prizm Die Cut,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-20900678-1659919581-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20900678-1659919581-back.jpg
8/12/2022,22129710,Football,28b,Russell Wilson,Seattle Seahawks,2021,Donruss,2021 Donruss,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22129710-1660299793-front.jpg,
1/27/2024,323614979,Football,4,Russell Wilson,Seattle Seahawks,2020,Prizm,2020 Panini Select - Light Blue Prizm Die Cut,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-323614979-front.jpg,
8/8/2022,20954554,Football,4,Russell Wilson,Seattle Seahawks,2020,Prizm,2020 Panini Select - Light Blue Prizm Die Cut,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-20954554-1659931783-front.jpg,
3/31/2024,366095244,Baseball,22,Ryan Borucki,Toronto Blue Jays,2019,Topps,2019 Topps Gypsy Queen,RC,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-366095244-front.jpg,
8/7/2022,20854141,Baseball,177,Ryan Castellani,Colorado Rockies,2021,Topps,2021 Topps - 70th Anniversary Platinum,SN70,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-20854141-1659909580-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20854141-1659909580-back.jpg
8/12/2022,22110673,Football,5,Ryan Finley,Cincinnati Bengals,2019,Panini,2019 Panini Illusions,RC,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22110673-1660286248-front.jpg,
4/4/2024,369063176,Baseball,30,Ryan Jeffers,Minnesota Twins,2021,Prizm,2021 Panini Prizm,RC,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369063176-front.jpg,
2/11/2024,334970576,Baseball,BC21,Ryan Klesko,Atlanta Braves,1991,Leaf,1991 Leaf - Gold Rookies,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-334970576-front.jpg,
1/17/2024,316200881,Baseball,BTP-88,Ryan Mountcastle,Baltimore Orioles,2020,Bowman,2020 Bowman - Chrome Bowman Scouts Top 100,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-316200881-front.jpg,
1/25/2024,322466905,Baseball,96,Ryan Mountcastle,Baltimore Orioles,2021,Topps,2021 Topps Fire,RC,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-322466905-front.jpg,
8/12/2022,22106567,Football,69,Ryan Nall,Oregon State Beavers,2018,Sage,2018 SAGE HIT - Gold,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22106567-1660284048-front.jpg,
4/9/2024,372566461,Racing,118,Ryan Newman,Stewart-Haas Racing,2010,Press Pass,2010 Press Pass,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-372566461-front.jpg,
4/4/2024,369063643,Baseball,20,Ryan Weathers,San Diego Padres,2021,Panini,2021 Panini Prizm,RC,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369063643-front.jpg,
1/25/2024,322494801,Baseball,20,Ryan Weathers,San Diego Padres,2021,Panini,2021 Panini Prizm,RC,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-322494801-front.jpg,
8/12/2022,22152756,Baseball,3,Ryne Sandberg,Chicago Cubs,1992,,1992 Studio - Studio Previews,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22152756-1660313087-front.jpg,
3/30/2024,365868667,Baseball,73,Ryne Sandberg,Chicago Cubs,2020,Topps,2020 Topps Archives,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365868667-front.jpg,
4/4/2024,369149539,Baseball,9,Salvador Perez,Kansas City Royals,2022,Donruss,2022 Donruss,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369149539-front.jpg,
8/12/2022,22072119,Football,22,Salvon Ahmed,Washington Huskies,2020,Panini,2020 Panini Chronicles Draft Picks - Crown Royale Draft Picks Red,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22072119-1660274457-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-22072119-1660274457-back.jpg
3/30/2024,365822981,Basketball,65,Sam Cassell,Houston Rockets,1994,,1994-95 Ultra,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365822981-front.jpg,
8/22/2022,25018201,Football,9,Sam Darnold,New York Jets,2019,Panini,2019 Panini Illusions,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-25018201-1661143664-front.jpg,
8/14/2022,22903372,Baseball,98,Sam Hilliard,Colorado Rockies,2020,,2020 Stadium Club,RC,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22903372-1660519263-front.jpg,
4/9/2024,372564896,Racing,27,Sam Hornish Jr.,Penske Racing South,2010,Press Pass,2010 Press Pass - Blue,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-372564896-front.jpg,
8/6/2022,20489008,Baseball,23,Sam Huff,Texas Rangers,2021,Bowman,2021 Bowman,RC,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-20489008-1659809312-front.jpg,
8/6/2022,20449081,Baseball,116,Sam Huff,Texas Rangers,2021,Panini,2021 Panini Prizm - Purple Prizm,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-20449081-1659800211-front.jpg,
8/6/2022,20458769,Baseball,75,Sam Huff,Texas Rangers,2021,Bowman,2021 Bowman Platinum,RC,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-20458769-1659802614-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20458769-1659802614-back.jpg
1/25/2024,322466761,Baseball,95,Sam Huff,Texas Rangers,2021,Topps,2021 Topps Fire,RC,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-322466761-front.jpg,
3/30/2024,365872605,Baseball,240,Sam Mele,Baltimore Orioles,1994,Topps,1994 Topps Archives 1954,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365872605-front.jpg,
8/7/2022,20851432,Baseball,321,Sammy Sosa,Chicago White Sox,1991,Leaf,1991 Leaf,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-20851432-1659908968-front.jpg,
8/12/2022,22150072,Baseball,147,Sammy Sosa,Chicago White Sox,1991,Donruss,1991 Donruss,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22150072-1660312031-front.jpg,
8/12/2022,22149971,Baseball,740,Sammy Sosa,Chicago White Sox,1992,Donruss,1992 Donruss,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22149971-1660311989-front.jpg,
1/21/2024,319949266,Baseball,66,Sammy Sosa,Chicago Cubs,1999,,1999 Stadium Club,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-319949266-front.jpg,
4/4/2024,369337614,Baseball,WM-SS2a,Sammy Sosa,Chicago Cubs,2003,,2003 SPx - Winning Materials 175,"MEM, SN175",RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369337614-front.jpg,
2/11/2024,334904781,Baseball,NNO,San Diego Padres / B,,1988,Fleer,1988 Fleer - Team Stickers,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-334904781-front.jpg,
2/11/2024,334908409,Baseball,NNO,San Francisco Giants,San Francisco Giants,1990,Upper Deck,1990 Upper Deck - Team Logo Holograms,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-334908409-front.jpg,
8/12/2022,22145764,Baseball,337,Sandy Alomar,Cleveland Indians,1990,Bowman,1990 Bowman,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22145764-1660310225-front.jpg,
8/12/2022,22148462,Baseball,189,Sandy Alomar,Cleveland Indians,1991,Leaf,1991 Leaf,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22148462-1660311357-front.jpg,
3/31/2024,366119464,Baseball,3,Sandy Alomar Jr.,Cleveland Indians,1995,Donruss,1995 Donruss,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-366119464-front.jpg,
1/27/2024,323683827,Baseball,694,"Sandy Alomar, Jr.",Cleveland Indians,1991,Score,1991 Score,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-323683827-front.jpg,
8/7/2022,20885754,Football,54,Saquon Barkley,New York Giants,2021,,2021 Panini Classics,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-20885754-1659916432-front.jpg,
1/27/2024,323620731,Football,150,Saquon Barkley,New York Giants,2020,Panini,2020 Panini Mosaic,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-323620731-front.jpg,
8/12/2022,22137270,Football,150,Saquon Barkley,New York Giants,2020,Panini,2020 Panini Mosaic,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22137270-1660305366-front.jpg,
4/4/2024,369145413,Football,79,Saquon Barkley,New York Giants,2021,Donruss,2021 Donruss - Press Proof Blue,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369145413-front.jpg,
8/12/2022,22147082,Baseball,246,Scott Hatteberg,Pawtucket Red Sox,1994,Upper Deck,1994 Upper Deck Minor League,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22147082-1660310782-front.jpg,
1/31/2024,326854558,Football,54,Scott Perry,San Francisco 49ers,1980,Topps,1980 Topps,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-326854558-front.jpg,
8/12/2022,22107338,Football,54,Scott Perry,San Francisco 49ers,1980,Topps,1980 Topps,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22107338-1660284431-front.jpg,
3/30/2024,365822640,Basketball,180,Scottie Pippen,Chicago Bulls,1994,,1994-95 SkyBox Premium,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365822640-front.jpg,
